Sample,Time,Type,Actb,Bmi1,Bmp4,Bmp7,Bmpr1a,Cd34,Cdh1,Cdh2,Cdk2,Cdx2,Cldn6,Ctcf,Ctnnb1,Dnmt1,Dnmt3b,Dppa3,Dppa4,Eomes,Esrrb,Ezh2,Fbxo15,Fgf4,Fgf5,Fgfr2,Foxa2,Gapdh,Gata1,Gata4,Gata6,Gdf3,GFAP,Gli2,Grb2,Gsc,Gsk3b,Hand1,Hdac1,Hes1,Igf2,Isl1,Jag1,Jarid2,Kdm1a,Kdm4c,Klf4,Lif,Lifr,Lin28a,Mbd3,MBP,Mef2a,Mixl1,Mki67ip,Myc,Myst3,Nanog,Ncam1,Nestin,Notch1,Nr0b1,Nr5a2,Nr6a1,Olig1,Olig2,Otx2,Pax6,Pou5f1,Prmt6,Prmt7,Ptpn11,Rai1,Rcc1,Rest,Sall4,Setdb1,Smad1,Smarca4,Smarcc1,Socs3,Sox1,Sox2,Stat3,T,Tbx3,Tcf7l1,Tcl1,Tgm2,Trp53,Tubb3,Utf1,Vim,Wdr5,Wnt3a,Wnt5a,Zfp281,Zfp42,
E14tg2a.72h.5E,72,E14,11.15928415,18.6377949,0.0,18.93043206,17.72731761,18.69705821,18.28739003,18.63868197,15.10578362,0.0,15.52847108,13.2800147,12.01061964,12.51770428,10.83468281,0.0,16.13662327,0.0,0.0,18.88608608,0.0,0.0,18.55633394,18.59369992,19.65894322,7.232928463,0.0,0.0,0.0,0.0,0.0,20.95589876,17.40885795,0.0,18.59147427,0.0,11.94033265,0.0,19.6510237,0.0,0.0,15.15648882,11.78983005,17.14441403,0.0,18.56341873,0.0,13.05948209,13.10082265,0.0,15.53631834,0.0,16.47304739,0.0,15.23339328,0.0,0.0,18.05122736,19.14475011,0.0,0.0,0.0,0.0,0.0,0.0,18.43270856,19.23308811,0.0,17.16574353,14.68578812,0.0,17.10652996,13.91450231,13.79430979,16.33762811,15.84563989,0.0,13.24250314,17.75627409,0.0,18.40307182,15.55816186,0.0,0.0,14.23069253,0.0,0.0,14.8480878,14.35290973,17.34963799,12.80617025,14.53882433,0.0,17.93529987,13.83895607,18.39111811,
E14tg2a.72h.5F,72,E14,12.84278265,0.0,0.0,18.43415096,17.9895292,0.0,0.0,15.15431554,16.5258233,0.0,15.57211971,15.15753079,12.95391579,13.05210984,12.58012333,0.0,18.90583308,0.0,0.0,15.89955615,0.0,0.0,18.27274027,17.38577264,0.0,8.449920117,0.0,0.0,0.0,0.0,0.0,18.60519639,16.41905292,0.0,17.07000148,0.0,12.66034584,20.29411448,18.28966669,0.0,16.6340207,15.30740802,12.53091961,17.70159015,0.0,0.0,17.98650731,13.07516162,13.85233163,0.0,0.0,0.0,15.61581881,14.53895132,17.21938571,0.0,0.0,17.90869893,18.57612466,0.0,0.0,0.0,0.0,0.0,0.0,16.07673598,0.0,0.0,15.49451741,16.47283572,17.8724642,16.29692843,15.09162412,13.50055967,18.52226416,16.10310857,0.0,13.20447003,0.0,27.8714841,0.0,0.0,0.0,0.0,14.96067776,0.0,0.0,15.72031535,15.49607266,19.29503625,14.51101074,15.95154339,0.0,15.43683184,14.85721835,0.0,
E14tg2a.72h.5G,72,E14,9.682984912,0.0,0.0,0.0,16.87587613,17.93176841,0.0,14.84716732,15.76373223,0.0,17.96093917,14.44351882,12.49173633,12.9645372,13.64561362,0.0,18.82858755,0.0,0.0,18.16668917,0.0,0.0,0.0,16.47133479,0.0,8.222157747,0.0,0.0,0.0,16.42588471,0.0,0.0,17.4463384,19.33129399,0.0,0.0,12.03724847,18.23194003,0.0,0.0,15.39136294,15.82073244,11.75546293,16.18569727,0.0,0.0,16.58062441,12.7534398,14.28748042,0.0,16.35781278,0.0,16.92052998,15.95079162,15.27268563,18.90192859,0.0,17.25386297,18.847366,0.0,0.0,18.71565086,0.0,0.0,0.0,15.6952112,19.33446018,20.23377117,16.59492754,16.6544385,0.0,15.47373913,14.8547953,13.74356286,18.52744925,17.05121482,0.0,13.22114381,18.61766691,24.81508708,17.70492949,18.05203494,0.0,0.0,14.73911523,0.0,0.0,14.24373383,15.68617461,0.0,14.90102243,15.14966731,0.0,0.0,14.98815896,0.0,
E14tg2a.72h.5H,72,E14,10.64806375,19.09951228,0.0,0.0,16.74343207,17.76564309,0.0,14.26722609,15.12839843,0.0,0.0,14.81937486,12.1738419,13.40997534,12.80123443,0.0,20.85132036,0.0,0.0,16.8431107,19.15472415,0.0,0.0,16.72350874,0.0,7.982212074,0.0,0.0,0.0,15.85537253,0.0,17.25279661,16.38157975,0.0,18.95357101,0.0,12.56351835,0.0,19.87811171,0.0,16.02252703,14.38471184,12.42100432,15.1271097,18.28800877,20.25234822,0.0,12.83778483,13.34984167,0.0,16.11099308,0.0,0.0,0.0,15.03232017,19.23785081,0.0,19.43074231,18.22366404,0.0,0.0,18.23111404,0.0,0.0,0.0,0.0,17.71338375,19.32504445,16.13134655,13.55797099,15.38088633,15.48001278,15.14425248,13.06375241,19.80167204,16.84653466,0.0,13.75594094,17.74190665,28.51601707,0.0,18.1329864,0.0,0.0,15.65267279,0.0,0.0,14.34676283,14.86436696,0.0,13.91224165,14.99633092,0.0,0.0,13.82307854,18.19110859,
E14tg2a.72h.6A,72,E14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.48113127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.53771287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
E14tg2a.72h.6B,72,E14,12.81998106,19.57333684,0.0,0.0,16.85138801,0.0,0.0,17.54955988,14.63865408,0.0,18.60413838,14.08687157,12.29859741,12.98272589,11.26916868,0.0,16.66963819,0.0,0.0,16.26664087,18.26217324,17.89937152,16.53147448,18.89346699,0.0,7.544406977,0.0,0.0,0.0,14.18459812,0.0,0.0,15.95980991,0.0,0.0,0.0,12.0917927,22.95333015,0.0,0.0,0.0,15.51459114,12.74188503,15.6965451,0.0,19.77364335,18.76329909,13.11212421,14.31562199,0.0,17.22283648,0.0,15.21004752,13.94215585,15.55390711,16.12240849,0.0,18.97102215,0.0,0.0,0.0,19.68056986,0.0,0.0,0.0,0.0,17.88056469,19.63358718,17.14586276,15.01053414,0.0,16.00767123,14.44151559,13.5817387,17.82744456,17.78364468,0.0,14.11550319,0.0,0.0,0.0,18.07741286,0.0,0.0,13.2560517,0.0,0.0,15.87241693,16.43179919,23.59339683,14.40471671,15.7353646,0.0,0.0,14.58362346,17.02353392,
E14tg2a.72h.6C,72,E14,11.08731975,0.0,0.0,19.83156386,16.56046659,0.0,0.0,0.0,16.83209823,0.0,17.50108943,15.00370877,13.05295564,14.39478365,0.0,16.6580629,17.99443496,0.0,0.0,18.58419949,18.4183434,0.0,0.0,0.0,0.0,8.82159059,0.0,20.40262663,0.0,15.63608022,0.0,19.17093185,0.0,0.0,0.0,0.0,14.07098114,21.27873919,0.0,0.0,0.0,16.62554607,15.75736791,16.41317101,0.0,17.8332241,20.0767094,14.5699171,16.04130786,0.0,17.87991997,0.0,0.0,18.14142298,0.0,17.52688193,0.0,0.0,0.0,0.0,0.0,0.0,19.35178005,0.0,0.0,0.0,17.20800091,0.0,18.62922819,16.57870344,0.0,18.16871969,15.95393564,15.71509878,19.8854393,19.30170507,0.0,16.84823625,18.69434697,0.0,0.0,16.8960551,0.0,0.0,0.0,0.0,0.0,15.86271487,16.7107863,0.0,16.29387697,0.0,0.0,0.0,14.69125754,17.22901261,
E14tg2a.72h.6D,72,E14,18.32618201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.28892801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95939546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.50720578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6887764,
E14tg2a.72h.6E,72,E14,11.65749649,18.60986294,0.0,0.0,16.67231572,0.0,0.0,16.09420451,14.84880861,0.0,17.04438117,13.15362863,12.12213739,12.06494934,10.99230036,17.94482407,0.0,0.0,0.0,17.2457625,0.0,0.0,0.0,18.58675021,0.0,7.7848882,0.0,0.0,0.0,14.4616077,0.0,18.97142138,15.72159063,0.0,16.81927096,0.0,11.65134965,16.4414835,0.0,0.0,0.0,14.30844678,11.87656823,15.6551814,0.0,0.0,18.15209724,12.74986933,12.95158728,0.0,0.0,0.0,15.08889674,18.25879673,14.5003317,13.69753376,0.0,17.10771212,0.0,0.0,0.0,19.79649449,0.0,0.0,0.0,17.86781599,15.95762222,19.31619144,16.40565201,14.70981152,15.70702982,15.17813689,12.73686413,13.28955908,16.16589093,14.3720184,0.0,12.81302822,18.3554805,26.97310411,19.10413189,16.86433911,0.0,0.0,14.69856243,0.0,0.0,14.42359239,14.88081389,18.67474089,14.12445289,14.28720915,0.0,0.0,13.23427908,16.31057166,
E14tg2a.72h.6F,72,E14,11.70375614,18.70417429,0.0,0.0,0.0,0.0,0.0,0.0,15.34979429,0.0,0.0,14.99019417,12.64042048,13.98409312,11.08201299,0.0,18.09713466,18.28222121,0.0,16.86457168,18.49731551,17.20535346,15.42754929,18.40537774,0.0,7.941891404,0.0,0.0,0.0,14.05929633,0.0,0.0,16.90958292,0.0,18.63143911,0.0,13.18341999,16.95107669,0.0,0.0,17.67858434,16.57334463,12.60758558,15.85003887,0.0,0.0,0.0,14.05390264,14.20268214,0.0,17.03410878,0.0,17.43865841,16.02594528,16.39949448,16.60895285,0.0,17.84104699,0.0,0.0,0.0,18.21369729,0.0,0.0,18.10038215,0.0,16.84047914,0.0,17.5093537,15.77144198,18.10065873,16.30530231,14.48786779,13.33255626,16.89971039,16.00788161,0.0,13.61218412,18.41876223,0.0,0.0,17.7129376,0.0,0.0,13.5780725,0.0,0.0,15.828821,14.31066102,17.22937025,15.13236417,15.07812618,0.0,0.0,14.20492735,17.89046634,
E14tg2a.72h.6G,72,E14,10.54243053,16.81897196,0.0,0.0,16.33762187,0.0,0.0,13.29742214,15.96068128,0.0,0.0,14.08518701,12.06064766,12.47930586,13.74182009,0.0,18.5089173,0.0,0.0,16.93371955,0.0,0.0,18.40372676,17.28633903,0.0,8.136330328,0.0,0.0,0.0,14.0153691,0.0,17.97350013,0.0,0.0,18.53466912,0.0,13.06784518,17.99424462,19.05723557,0.0,14.74830939,14.51671649,11.68014765,15.55815497,0.0,0.0,19.05611958,13.76919429,13.50240896,0.0,16.89775235,0.0,18.48683185,16.87585904,14.57466952,17.88594887,0.0,18.63080111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5838316,0.0,19.02827041,16.36592128,16.43140198,16.192815,15.59326883,15.07943822,15.12977777,17.93776163,15.8093073,0.0,12.98500055,0.0,0.0,17.99423349,17.60810337,0.0,0.0,14.20367361,0.0,0.0,15.05515135,14.7065402,0.0,13.50410744,15.09772718,0.0,17.86455635,15.0905729,17.44393986,
E14tg2a.72h.6H,72,E14,11.09980024,18.91538614,0.0,0.0,18.89624366,17.30371334,19.1396977,17.72416356,14.97413368,0.0,15.88810858,14.77550557,12.82695323,13.05243897,11.22823522,0.0,16.12818057,18.97216728,0.0,17.38363238,0.0,18.17085736,17.38473262,15.19567173,0.0,7.885944987,0.0,0.0,0.0,13.91493177,0.0,17.83180248,16.79426949,0.0,18.8667391,0.0,12.31762856,17.26514738,18.18565052,0.0,17.44727686,16.17176208,12.60719954,16.55801124,19.6088211,19.09668996,0.0,12.56620682,13.91107152,0.0,18.5518677,0.0,17.15810387,15.3583348,15.62605554,0.0,0.0,20.0805438,18.95120415,0.0,0.0,0.0,0.0,0.0,17.83249011,17.35980868,16.34205012,0.0,17.23429776,15.1971036,0.0,17.22848687,13.99061331,13.08422891,17.99595319,16.56664593,0.0,13.34045536,0.0,0.0,0.0,0.0,0.0,0.0,16.60700188,0.0,0.0,14.45030907,15.13075813,15.80528941,12.91084324,14.98579054,0.0,0.0,14.22129278,17.36568718,
R1.72h.1A,72,R1,13.20248029,0.0,0.0,0.0,0.0,17.91963565,0.0,17.49491822,16.20005628,0.0,14.68419584,15.32080691,14.88967475,14.28184308,11.4842737,0.0,16.99465335,0.0,0.0,17.78554415,16.45088669,0.0,0.0,0.0,0.0,8.819329229,0.0,0.0,18.03038818,16.22129289,0.0,21.67203695,16.8093089,0.0,17.91571376,0.0,14.14814501,0.0,0.0,0.0,17.50208773,15.65360933,13.42670227,14.68788756,0.0,0.0,18.7625566,14.93430882,14.18602409,0.0,0.0,0.0,17.9078213,0.0,16.60994359,15.6858227,0.0,18.40146836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.76894463,0.0,16.28430243,0.0,0.0,16.67346039,0.0,16.20588598,20.07714692,16.94036964,0.0,15.15373884,0.0,0.0,0.0,18.19805312,0.0,0.0,16.5104331,0.0,0.0,17.89205797,14.84477376,0.0,15.10873731,17.38209406,0.0,0.0,15.40707466,19.30085942,
R1.72h.1B,72,R1,11.58370177,0.0,0.0,18.60136252,16.39434655,0.0,0.0,0.0,14.92914877,0.0,15.39859252,15.0700835,13.26290369,14.3804303,12.52659474,0.0,19.90714618,0.0,0.0,19.38419583,0.0,18.13659672,0.0,0.0,19.74486244,7.732589663,0.0,0.0,0.0,16.03716537,0.0,0.0,18.0009491,0.0,0.0,0.0,13.72960003,0.0,0.0,0.0,0.0,17.81837187,13.25532836,16.10305301,0.0,0.0,0.0,15.52048568,16.48018663,0.0,18.46627847,0.0,17.37875863,0.0,16.72498602,15.76478112,0.0,18.29840182,0.0,0.0,0.0,0.0,0.0,0.0,15.81403786,0.0,16.00754859,0.0,18.52688753,0.0,18.24209893,0.0,14.95697791,16.60007514,18.86874387,19.3744605,0.0,15.05559819,0.0,0.0,0.0,0.0,0.0,0.0,14.86387448,0.0,0.0,17.39391386,17.37451692,20.97820607,14.8561093,16.56035332,0.0,0.0,14.78951101,19.42992036,
R1.72h.1C,72,R1,11.30064162,0.0,0.0,0.0,17.02346891,17.37724312,0.0,0.0,14.51905012,0.0,13.98629553,13.64374018,12.53380336,12.31350572,10.20718051,0.0,16.36729779,18.09654453,0.0,18.02183011,17.72165903,16.76247913,0.0,0.0,0.0,7.410019452,0.0,0.0,0.0,14.60985036,0.0,18.76437659,18.0174406,0.0,0.0,0.0,12.58240841,19.27146524,19.6957051,0.0,0.0,17.6860113,12.32441244,14.6916903,0.0,0.0,0.0,14.35278641,15.19042595,0.0,17.86806094,0.0,0.0,0.0,16.47604349,14.7110326,0.0,17.54585939,18.72747046,0.0,0.0,18.97329971,0.0,0.0,14.94044322,0.0,15.93534953,18.95139288,16.00729834,15.38813952,16.54470687,17.14556438,14.1053,14.25232918,18.06303207,16.86264047,0.0,13.61690214,0.0,0.0,0.0,17.92597115,0.0,0.0,13.54280055,0.0,0.0,15.37487035,15.11048506,13.89702175,15.93745312,15.16327471,0.0,0.0,14.72469154,16.65853475,
R1.72h.1D,72,R1,11.55102409,0.0,19.26604563,18.6733002,17.01414086,0.0,0.0,0.0,16.64332439,0.0,16.81398527,15.46028436,14.25078403,14.14949145,12.13069482,0.0,19.35523457,0.0,0.0,0.0,18.50854028,17.31115546,0.0,16.96677616,0.0,8.207616884,0.0,0.0,0.0,15.43609567,0.0,18.31824677,0.0,0.0,18.53878538,0.0,14.03306792,17.22486019,0.0,0.0,0.0,17.16926911,13.19156603,15.82685686,0.0,19.95684976,19.58753854,14.4152032,15.39375762,0.0,0.0,0.0,0.0,0.0,17.63793186,16.79347748,0.0,18.51947824,0.0,0.0,0.0,19.7522366,0.0,0.0,16.31823047,0.0,16.74777872,0.0,15.90211166,17.42982582,0.0,18.72716887,14.61324411,16.03651631,18.78138869,17.73239247,0.0,14.68375568,18.6575171,31.84690433,0.0,17.86011618,0.0,0.0,14.90873109,0.0,0.0,17.52818005,0.0,15.78456665,16.4876136,16.30987933,0.0,0.0,16.09356057,18.8610355,
R1.72h.1E,72,R1,10.7154397,0.0,0.0,19.00996057,16.02262383,17.76646389,0.0,0.0,15.71423214,0.0,15.07563052,15.14495706,13.94188305,13.09025504,11.59778101,0.0,19.58599404,0.0,0.0,0.0,0.0,18.43875646,0.0,0.0,0.0,7.823551846,0.0,0.0,0.0,17.93507282,0.0,0.0,16.90214085,0.0,0.0,0.0,13.0367296,18.22293533,0.0,0.0,0.0,15.06258983,12.85653574,16.75044422,0.0,0.0,0.0,14.80737333,15.82063288,0.0,18.05266137,0.0,0.0,0.0,17.60770834,14.53661758,0.0,17.57813549,0.0,0.0,0.0,0.0,0.0,0.0,15.37713691,0.0,14.87754677,0.0,18.31558549,17.60075098,0.0,16.65272801,14.30377573,14.57033897,17.32307565,16.2667559,0.0,13.98927587,0.0,0.0,0.0,0.0,0.0,0.0,13.01192153,0.0,0.0,17.59234384,0.0,15.59173508,17.19321686,14.23935773,0.0,0.0,14.40975824,18.41648198,
R1.72h.1F,72,R1,12.80710963,17.85628386,0.0,17.53337157,16.86037248,0.0,0.0,0.0,14.66135597,0.0,15.01415099,14.63449357,13.50257044,13.57959491,11.92810359,0.0,18.60861861,0.0,0.0,19.07922347,0.0,15.95061437,0.0,0.0,17.72385084,7.128455409,0.0,0.0,0.0,0.0,0.0,0.0,20.207168,0.0,0.0,0.0,13.1095195,0.0,0.0,0.0,17.16466973,15.77164497,13.26485686,15.70085988,0.0,0.0,19.55584011,15.4778959,14.97217157,0.0,17.92958996,0.0,0.0,0.0,15.84176178,15.96157171,0.0,19.92162272,17.64676104,0.0,0.0,19.02276817,0.0,0.0,16.11503757,0.0,16.2205127,19.35327598,16.07320237,17.51613762,16.84030268,17.98599302,14.91123137,15.5501122,18.10678786,17.23344627,0.0,15.26064382,18.8498215,0.0,0.0,0.0,0.0,0.0,15.31093521,0.0,0.0,16.90825445,16.8279801,15.82162472,0.0,16.09494701,0.0,0.0,16.78299676,16.40672383,
R1.72h.1G,72,R1,11.7394098,18.75607554,0.0,0.0,0.0,0.0,0.0,0.0,16.61173637,0.0,15.17943457,14.5485392,14.2481605,13.95205771,11.33150771,0.0,0.0,0.0,0.0,0.0,19.24140528,0.0,0.0,18.86818336,0.0,7.930587749,0.0,0.0,0.0,17.70878643,0.0,0.0,17.36445748,0.0,0.0,0.0,13.5967814,16.1137796,0.0,0.0,0.0,17.20127278,12.81327707,16.19240457,18.70646154,19.36876766,18.22480499,14.69485097,15.05254835,0.0,0.0,0.0,17.17676199,17.28750542,17.6423191,15.23987137,0.0,19.50638516,20.3563939,0.0,0.0,19.64095528,0.0,0.0,15.26292542,0.0,16.53065805,19.44719235,16.05107615,15.92305105,0.0,17.22455981,14.53835892,14.82600232,0.0,17.56774701,0.0,14.5467572,0.0,0.0,0.0,17.69322467,0.0,0.0,14.3533559,0.0,0.0,17.22853402,0.0,16.77378338,17.35261826,16.23385519,0.0,0.0,17.12454306,19.98021872,
R1.72h.1H,72,R1,9.736935254,0.0,0.0,0.0,16.90588262,0.0,0.0,0.0,14.89933581,0.0,12.20607741,14.0138403,12.68695031,12.77386843,11.25464393,0.0,17.95291559,0.0,0.0,17.02482014,17.85004833,14.80073831,0.0,16.76508433,0.0,6.80732043,0.0,0.0,0.0,14.45922932,0.0,0.0,17.25497343,0.0,18.77514928,0.0,12.56401282,20.15615471,18.38240854,0.0,0.0,16.72177261,11.56205277,15.17917134,0.0,18.48220773,0.0,13.30568061,13.75874657,0.0,16.56399425,0.0,17.30467144,16.20361077,14.74953811,0.0,0.0,17.57404576,0.0,0.0,0.0,18.98831086,0.0,0.0,0.0,0.0,17.10564303,0.0,15.51855025,15.09502677,15.77456778,15.89184076,13.05577877,14.72413535,16.91527148,16.3789534,0.0,13.42545549,18.64327855,0.0,0.0,15.51622355,0.0,0.0,13.7420286,0.0,0.0,14.99137146,12.73714451,14.83956595,16.39228234,14.43298074,0.0,0.0,14.16721525,16.67362703,
R1.72h.2A,72,R1,12.40179219,18.24297732,17.62734356,18.99047426,16.13114356,0.0,0.0,0.0,16.78585573,0.0,13.77323607,14.21860952,13.20882521,13.26318746,11.48113011,0.0,0.0,0.0,0.0,18.45436477,18.53499578,0.0,18.32029187,18.86143307,0.0,8.593130281,0.0,25.60025168,0.0,0.0,0.0,0.0,22.89595736,0.0,18.41030542,0.0,13.21285525,23.83865724,0.0,0.0,0.0,14.68250276,12.13843721,14.90914669,0.0,0.0,19.96674664,14.04109239,15.32691188,0.0,17.06933845,0.0,17.04912634,18.85126083,15.30205429,17.50497639,0.0,17.96237691,19.12299968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.34038953,0.0,15.6114051,15.49150776,16.3769679,18.3163919,14.0733283,14.90447,17.49255236,16.11261746,0.0,14.68797682,18.88015003,0.0,0.0,17.97722314,0.0,0.0,13.71118595,0.0,0.0,17.66233648,15.32189813,23.83493899,17.4502995,15.38176179,0.0,0.0,14.52389091,15.79711616,
R1.72h.2B,72,R1,10.60489313,0.0,0.0,19.01132082,16.92619202,16.93149809,0.0,23.90493823,14.58978967,0.0,13.81653167,15.64739567,12.61495964,13.61458185,11.17131246,0.0,15.60303283,18.11279454,0.0,16.89344355,14.51448428,15.93377666,0.0,16.30347987,0.0,7.933479056,0.0,22.12093046,0.0,14.94941347,0.0,0.0,17.30928777,0.0,18.61571538,0.0,12.7025678,21.83330786,18.72352666,0.0,17.3805959,15.27191719,12.46686755,15.28480269,18.56534692,17.65309675,18.96134903,13.31840584,14.70484237,0.0,17.18353142,0.0,17.52523422,18.26039593,16.16755261,14.43588032,0.0,0.0,17.38668966,0.0,0.0,22.22046515,0.0,0.0,18.4850873,0.0,17.90946265,0.0,16.33779734,15.52672807,0.0,15.72116156,13.5438397,15.67002085,18.36418971,16.48776553,0.0,13.77917174,18.78835151,0.0,0.0,16.43797648,0.0,0.0,14.52272263,0.0,16.89787616,15.85328766,13.69820723,21.7864163,14.58827331,15.66387529,0.0,0.0,14.3791004,17.79485435,
R1.72h.2C,72,R1,12.20749659,0.0,0.0,0.0,16.12911455,0.0,0.0,18.02389997,16.13496752,0.0,12.39127765,14.90993683,13.7999018,14.2669231,12.73617755,0.0,17.63004381,0.0,0.0,19.50859083,18.3496327,0.0,0.0,0.0,0.0,8.509820217,0.0,0.0,0.0,16.94709412,0.0,0.0,17.10158388,0.0,0.0,0.0,13.77799505,20.33177353,0.0,0.0,0.0,17.18990534,11.49668739,14.89918622,18.43650913,19.74576843,0.0,14.58111951,15.06163589,0.0,0.0,0.0,16.78218035,16.42709378,15.97113204,19.13307271,0.0,16.87721327,0.0,0.0,0.0,17.80886561,0.0,0.0,19.67175643,0.0,16.96806997,0.0,17.66692665,15.89171429,0.0,0.0,14.63387267,16.56510125,17.69091514,16.5947354,0.0,14.82529707,0.0,0.0,0.0,15.12898394,0.0,0.0,16.15846689,0.0,0.0,16.81363224,17.25519792,21.30991896,12.46453898,15.46438736,0.0,0.0,14.57022248,16.70011685,
R1.72h.2D,72,R1,12.75131052,0.0,0.0,0.0,17.74144229,18.62616657,0.0,19.68315957,14.64481435,0.0,14.15183724,15.5133288,13.42335578,13.73434319,11.25283576,0.0,19.05934257,0.0,0.0,16.7606039,0.0,15.22999726,0.0,18.51846255,19.36065424,8.316275019,0.0,18.50049858,0.0,14.91776371,0.0,17.99234537,19.50274874,0.0,18.52116208,0.0,12.97476217,18.0465752,0.0,0.0,17.41058819,15.90632325,13.05603726,16.08090032,0.0,0.0,18.58817735,14.81377241,14.91523731,0.0,17.99513676,0.0,0.0,0.0,16.23206317,14.18357301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51447634,0.0,16.10958516,0.0,0.0,16.10072068,0.0,0.0,14.53993388,14.32828694,19.64440637,19.498959,0.0,14.43774441,20.98812778,30.17683658,0.0,16.89524141,0.0,0.0,13.74908963,0.0,17.88734792,16.70182137,17.50967581,15.49905072,17.54113617,15.85482535,0.0,0.0,14.22094981,18.69539698,
R1.72h.2E,72,R1,13.34120981,0.0,0.0,19.07940617,0.0,0.0,0.0,22.80167825,16.80992714,0.0,14.69049251,15.95219948,13.87606831,14.0506913,10.26518263,17.56047174,19.28657441,18.24746472,0.0,18.94873792,0.0,0.0,0.0,0.0,0.0,7.73746227,0.0,0.0,0.0,0.0,0.0,0.0,18.22995288,0.0,0.0,0.0,12.96768217,0.0,0.0,0.0,0.0,15.97931504,11.95925946,15.76445923,0.0,0.0,0.0,15.30833235,14.8907613,0.0,0.0,0.0,0.0,21.48662589,16.56474897,16.63674688,0.0,19.88112477,0.0,0.0,0.0,20.10451387,0.0,0.0,15.15793383,0.0,15.64909376,0.0,16.73042127,15.84982859,0.0,0.0,14.21313183,14.76995905,18.71983793,18.92007844,0.0,14.61816936,0.0,0.0,0.0,18.22809793,0.0,0.0,14.52787547,0.0,0.0,17.40835152,16.9821294,16.39497588,15.33424464,15.96317814,0.0,0.0,15.42319493,17.71538743,
R1.72h.2F,72,R1,11.90178264,0.0,20.87255485,0.0,18.44398658,0.0,0.0,19.88648022,14.79367721,0.0,14.30167923,14.51283389,13.16710293,12.72261279,11.43147925,0.0,18.26253703,0.0,0.0,17.50360382,17.64350077,17.28625124,17.2048858,0.0,0.0,7.568922771,0.0,0.0,0.0,15.68237779,0.0,0.0,18.34667449,0.0,18.88681591,0.0,12.58619727,16.79067654,0.0,0.0,17.54037595,15.90262158,12.07523162,16.23656915,0.0,0.0,19.17765062,13.32596991,13.93144772,0.0,17.96329213,0.0,19.17338315,16.73030011,15.65137723,14.35440969,0.0,18.19935741,0.0,0.0,0.0,19.25909171,0.0,0.0,13.98074034,17.93092632,15.67329291,0.0,15.52665722,16.34317158,18.4913896,16.40814164,14.22755848,14.12166103,18.65541924,17.46789211,0.0,13.7995317,17.18787786,0.0,0.0,16.38785012,0.0,0.0,13.83859251,0.0,0.0,15.66449073,14.63613746,14.22539896,17.29734671,15.31198332,0.0,0.0,15.01989745,16.15281429,
R1.72h.2G,72,R1,12.16536979,0.0,18.81663534,18.8116985,16.13622186,16.84954829,0.0,0.0,15.88046412,0.0,13.45749883,15.31602235,12.2634052,12.50635193,11.1616024,0.0,17.49440701,18.56774632,0.0,18.23974753,16.38809968,18.14707292,0.0,0.0,19.55134388,7.417697019,0.0,0.0,0.0,14.98690809,0.0,18.24301057,17.22542302,0.0,18.52336669,0.0,12.68002171,16.77543898,0.0,0.0,15.04383202,15.46936822,11.09425447,14.94166264,0.0,20.39966135,0.0,13.84792205,14.30688745,0.0,17.42934318,0.0,18.52553284,18.86311719,15.43814235,15.68007385,0.0,17.29789742,16.77513064,0.0,0.0,18.40521184,0.0,0.0,15.05085173,0.0,15.2971963,0.0,15.21479717,15.44628156,17.9563385,17.2077025,14.10708041,15.20423322,0.0,16.916844,0.0,13.25266387,18.26068038,0.0,0.0,16.40946354,0.0,0.0,13.82359468,0.0,16.60529002,14.56140137,14.60014975,13.50189128,17.34511828,14.77171792,0.0,0.0,14.69419538,17.79779274,
